Locality,BHK,Area_sqft,Furnishing,Floor_Number,Total_Building_Floors,Age_Years,Balconies,Bathrooms,Parking,Lift,Availability,Tenant_Type,Security_Deposit,Rent_INR
Kondhwa Budruk,1 BHK,323,Semi-Furnished,4,6,8,0,1,1,Yes,Immediate,Family,24568,12284
Kondhwa Budruk,1 BHK,401,Unfurnished,2,5,11,0,1,1,Yes,Immediate,Both,40446,13482
Kondhwa Budruk,3 BHK,1304,Semi-Furnished,8,12,3,1,2,2,Yes,Immediate,Bachelor,137704,68852
Kondhwa Budruk,3 BHK,1071,Semi-Furnished,1,5,8,2,2,1,Yes,Immediate,Both,167868,55956
Kondhwa Budruk,2 BHK,873,Fully Furnished,3,6,20,1,2,0,Yes,Immediate,Family,107408,53704
Kondhwa Budruk,2 BHK,795,Unfurnished,2,10,23,1,2,1,Yes,After 1 Month,Family,48184,24092
Kondhwa Budruk,2 BHK,906,Semi-Furnished,6,8,8,0,2,1,Yes,Not Sure,Bachelor,75986,37993
Kondhwa Budruk,1 BHK,445,Semi-Furnished,2,8,7,0,1,1,Yes,Not Sure,Family,40230,20115
Kondhwa Budruk,2 BHK,737,Unfurnished,0,10,8,1,2,1,Yes,Immediate,Family,90912,45456
Kondhwa Budruk,2 BHK,890,Fully Furnished,3,5,19,1,1,1,Yes,Not Sure,Both,173550,57850
Kondhwa Budruk,1 BHK,493,Unfurnished,3,3,2,1,1,1,No,Immediate,Both,20944,20944
Kondhwa Budruk,1 BHK,431,Semi-Furnished,13,15,11,0,1,0,No,Immediate,Both,33816,16908
Kondhwa Budruk,2 BHK,825,Semi-Furnished,2,15,0,2,2,1,Yes,After 2 Months,Family,66228,33114
Kondhwa Budruk,1 BHK,349,Unfurnished,10,10,11,0,1,1,Yes,After 1 Month,Family,39252,13084
Kondhwa Budruk,1 BHK,419,Semi-Furnished,1,6,12,0,1,0,Yes,After 1 Month,Bachelor,41256,13752
Kondhwa Budruk,1 BHK,452,Semi-Furnished,3,3,0,0,1,1,No,Immediate,Family,44244,14748
Kondhwa Budruk,1 BHK,596,Semi-Furnished,1,12,0,0,1,0,Yes,Immediate,Family,49866,24933
Kondhwa Budruk,1 BHK,348,Semi-Furnished,15,15,13,1,1,2,Yes,Immediate,Bachelor,31566,15783
Kondhwa Budruk,1 BHK,555,Unfurnished,1,8,8,1,1,2,Yes,After 2 Months,Family,30404,15202
Kondhwa Budruk,2 BHK,807,Unfurnished,1,4,1,1,2,1,Yes,Not Sure,Family,52398,26199
Kondhwa Budruk,1 BHK,464,Semi-Furnished,7,10,1,0,1,1,Yes,After 1 Month,Family,69081,23027
Kondhwa Budruk,2 BHK,833,Fully Furnished,7,10,9,1,1,1,Yes,After 2 Months,Family,114512,57256
Kondhwa Budruk,2 BHK,943,Unfurnished,0,10,6,1,2,1,Yes,Immediate,Bachelor,25444,25444
Kondhwa Budruk,1 BHK,436,Fully Furnished,3,8,8,1,1,1,Yes,Immediate,Family,26920,13460
Kondhwa Budruk,2 BHK,744,Semi-Furnished,0,3,9,1,2,2,No,Immediate,Family,76130,38065
Kondhwa Budruk,2 BHK,784,Fully Furnished,6,12,2,0,2,1,Yes,After 2 Months,Family,94528,47264
Kondhwa Budruk,3 BHK,1593,Unfurnished,5,8,7,3,2,1,Yes,Immediate,Family,143472,71736
Kondhwa Budruk,3 BHK,1037,Semi-Furnished,0,8,15,2,2,1,Yes,Immediate,Family,129756,64878
Kondhwa Budruk,2 BHK,785,Unfurnished,9,10,4,1,2,1,Yes,Immediate,Bachelor,42602,21301
Kondhwa Budruk,1 BHK,411,Fully Furnished,3,10,10,0,1,1,No,Immediate,Family,32256,16128
Kondhwa Budruk,2 BHK,894,Unfurnished,1,12,13,1,2,2,Yes,Immediate,Family,39868,39868
Kondhwa Budruk,2 BHK,878,Unfurnished,14,15,6,1,2,1,Yes,Immediate,Family,153852,51284
Kondhwa Budruk,1 BHK,513,Unfurnished,6,8,3,0,1,1,Yes,After 1 Month,Bachelor,39798,19899
Kondhwa Budruk,1 BHK,430,Fully Furnished,1,6,18,1,1,2,No,Immediate,Family,33106,16553
Kondhwa Budruk,1 BHK,374,Semi-Furnished,3,5,5,0,1,0,Yes,Immediate,Bachelor,28684,14342
Kondhwa Budruk,2 BHK,926,Fully Furnished,13,15,15,1,2,2,Yes,Not Sure,Bachelor,173133,57711
Kondhwa Budruk,3 BHK,1343,Unfurnished,11,12,1,1,2,1,Yes,Immediate,Family,47839,47839
Kondhwa Budruk,3 BHK,1211,Unfurnished,1,10,1,1,2,1,Yes,Immediate,Family,217272,72424
Kondhwa Budruk,1 BHK,493,Unfurnished,0,3,0,0,1,1,No,After 1 Month,Family,43008,21504
Kondhwa Budruk,3 BHK,1382,Unfurnished,1,4,8,1,2,0,Yes,Immediate,Both,140332,70166
Kondhwa Budruk,3 BHK,1272,Semi-Furnished,0,3,9,3,2,1,No,Not Sure,Bachelor,253290,84430
Kondhwa Budruk,1 BHK,493,Unfurnished,2,4,10,0,1,1,Yes,Not Sure,Bachelor,29140,14570
Kondhwa Budruk,3 BHK,1294,Semi-Furnished,6,6,0,2,2,0,Yes,After 1 Month,Bachelor,174730,87365
Kondhwa Budruk,2 BHK,898,Fully Furnished,4,8,0,2,2,1,Yes,After 1 Month,Family,109353,36451
Kondhwa Budruk,3 BHK,806,Semi-Furnished,1,6,9,1,2,1,Yes,Immediate,Family,49567,49567
Kondhwa Budruk,1 BHK,447,Fully Furnished,4,8,15,0,1,1,Yes,Immediate,Bachelor,43150,21575
Kondhwa Budruk,1 BHK,369,Fully Furnished,10,10,19,0,1,2,Yes,Immediate,Family,19457,19457
Kondhwa Budruk,1 BHK,305,Unfurnished,1,6,7,0,1,1,No,After 1 Month,Family,28650,9550
Kondhwa Budruk,1 BHK,437,Semi-Furnished,9,12,27,0,1,2,Yes,Immediate,Family,21668,10834
Kondhwa Budruk,3 BHK,1003,Semi-Furnished,10,10,18,1,2,1,Yes,Not Sure,Family,82608,41304
Kondhwa Budruk,1 BHK,416,Semi-Furnished,0,4,0,1,1,1,Yes,Not Sure,Bachelor,37928,18964
Kondhwa Budruk,2 BHK,996,Semi-Furnished,0,4,11,1,2,1,Yes,Not Sure,Both,76692,38346
Kondhwa Budruk,2 BHK,805,Semi-Furnished,0,3,9,1,2,0,No,Immediate,Bachelor,84294,28098
Kondhwa Budruk,1 BHK,394,Fully Furnished,3,3,10,1,1,1,No,Immediate,Both,45462,22731
Kondhwa Budruk,2 BHK,879,Unfurnished,0,5,8,2,2,1,Yes,After 1 Month,Both,146904,48968
Kondhwa Budruk,1 BHK,279,Semi-Furnished,2,12,13,0,1,1,Yes,After 2 Months,Family,21004,10502
Kondhwa Budruk,3 BHK,1026,Semi-Furnished,4,5,1,1,3,2,Yes,Not Sure,Family,115224,57612
Kondhwa Budruk,1 BHK,366,Semi-Furnished,0,10,22,0,1,1,Yes,After 1 Month,Family,13670,13670
Kondhwa Khurd,3 BHK,1152,Unfurnished,5,6,5,2,2,1,Yes,Immediate,Family,133108,66554
Kondhwa Khurd,1 BHK,342,Unfurnished,2,3,22,0,1,1,No,Immediate,Family,7701,7701
Kondhwa Khurd,2 BHK,791,Unfurnished,5,12,16,1,2,1,Yes,Immediate,Bachelor,61910,30955
Kondhwa Khurd,3 BHK,1061,Semi-Furnished,4,8,17,1,2,1,No,After 1 Month,Family,100886,50443
Kondhwa Khurd,2 BHK,626,Semi-Furnished,5,12,13,1,2,1,No,Immediate,Bachelor,40848,20424
Kondhwa Khurd,2 BHK,728,Unfurnished,3,5,7,1,2,1,Yes,Immediate,Family,60258,30129
Kondhwa Khurd,3 BHK,1436,Unfurnished,4,10,12,1,2,2,Yes,Immediate,Family,315222,105074
Kondhwa Khurd,1 BHK,391,Semi-Furnished,6,10,9,1,1,1,Yes,After 1 Month,Bachelor,33598,16799
Kondhwa Khurd,1 BHK,439,Fully Furnished,2,3,22,0,1,1,No,Immediate,Family,13187,13187
Kondhwa Khurd,1 BHK,348,Semi-Furnished,4,8,11,0,1,1,Yes,After 1 Month,Bachelor,26530,13265
Kondhwa Khurd,3 BHK,1284,Semi-Furnished,1,4,2,1,2,1,Yes,Immediate,Family,130870,65435
Kondhwa Khurd,3 BHK,1385,Unfurnished,2,6,20,2,2,1,Yes,Immediate,Family,125424,62712
Kondhwa Khurd,1 BHK,430,Semi-Furnished,6,12,13,0,1,0,Yes,Immediate,Family,34936,17468
Kondhwa Khurd,2 BHK,909,Fully Furnished,2,3,9,2,2,1,No,Immediate,Both,78956,39478
Kondhwa Khurd,2 BHK,828,Fully Furnished,10,10,7,1,2,1,Yes,Immediate,Bachelor,85598,42799
Kondhwa Khurd,2 BHK,815,Semi-Furnished,6,6,11,1,2,1,Yes,Immediate,Both,74226,37113
Kondhwa Khurd,2 BHK,756,Fully Furnished,4,4,22,0,2,1,Yes,Immediate,Bachelor,53072,26536
Kondhwa Khurd,1 BHK,512,Semi-Furnished,1,3,4,0,1,1,No,Immediate,Bachelor,41400,20700
Kondhwa Khurd,1 BHK,461,Semi-Furnished,12,12,3,0,1,1,Yes,Not Sure,Family,42442,21221
Kondhwa Khurd,2 BHK,661,Semi-Furnished,13,15,14,1,2,1,No,After 2 Months,Family,75448,37724
Kondhwa Khurd,1 BHK,380,Semi-Furnished,2,8,4,0,1,1,Yes,Immediate,Family,37124,18562
Kondhwa Khurd,2 BHK,701,Semi-Furnished,0,4,1,1,2,1,Yes,After 1 Month,Family,137856,45952
Kondhwa Khurd,2 BHK,925,Semi-Furnished,12,12,7,1,1,1,Yes,After 1 Month,Family,38293,38293
Kondhwa Khurd,1 BHK,399,Semi-Furnished,1,4,3,0,1,1,No,After 1 Month,Family,13868,13868
Kondhwa Khurd,2 BHK,773,Semi-Furnished,0,6,10,1,1,0,No,Immediate,Family,67407,22469
Kondhwa Khurd,1 BHK,445,Semi-Furnished,0,15,0,0,1,1,Yes,After 1 Month,Family,52323,17441
Kondhwa Khurd,1 BHK,404,Fully Furnished,4,5,0,0,1,1,Yes,Immediate,Family,49348,24674
Kondhwa Khurd,2 BHK,736,Fully Furnished,5,12,8,1,1,1,Yes,Immediate,Both,79800,26600
Kondhwa Khurd,3 BHK,1300,Unfurnished,12,12,5,1,2,2,Yes,After 2 Months,Bachelor,127348,63674
Kondhwa Khurd,2 BHK,975,Fully Furnished,0,3,17,1,2,1,No,Immediate,Bachelor,178716,59572
Kondhwa Khurd,1 BHK,431,Semi-Furnished,3,10,8,0,1,1,Yes,Immediate,Bachelor,45480,22740
Kondhwa Khurd,1 BHK,409,Fully Furnished,0,3,0,0,1,1,No,After 1 Month,Bachelor,48642,16214
Kondhwa Khurd,3 BHK,1007,Semi-Furnished,7,10,16,1,2,2,Yes,Immediate,Family,49512,49512
Kondhwa Khurd,2 BHK,553,Semi-Furnished,14,15,15,1,2,0,Yes,Immediate,Bachelor,40822,20411
Kondhwa Khurd,3 BHK,1435,Fully Furnished,2,4,14,1,2,1,Yes,Immediate,Family,101608,50804
Kondhwa Khurd,3 BHK,1071,Fully Furnished,2,4,8,2,3,1,Yes,Immediate,Bachelor,116212,58106
Kondhwa Khurd,2 BHK,915,Fully Furnished,2,4,7,0,2,1,Yes,Immediate,Family,164676,54892
Kondhwa Khurd,1 BHK,382,Fully Furnished,4,10,15,0,1,1,Yes,Not Sure,Both,22550,11275
Kondhwa Khurd,1 BHK,434,Semi-Furnished,5,12,19,1,1,2,Yes,After 1 Month,Both,37924,18962
Kondhwa Khurd,1 BHK,399,Semi-Furnished,8,12,5,0,1,1,Yes,Immediate,Bachelor,39040,19520
Kondhwa Khurd,1 BHK,501,Unfurnished,3,10,13,0,1,1,Yes,Not Sure,Family,14892,14892
Kondhwa Khurd,2 BHK,885,Semi-Furnished,15,15,0,1,1,0,Yes,Immediate,Family,50365,50365
Kondhwa Khurd,1 BHK,435,Unfurnished,9,10,12,0,1,2,Yes,Not Sure,Bachelor,10961,10961
Kondhwa Khurd,1 BHK,396,Semi-Furnished,2,8,14,0,1,1,Yes,Immediate,Bachelor,29952,14976
Kondhwa Khurd,2 BHK,859,Semi-Furnished,2,12,16,2,2,1,Yes,Immediate,Family,73818,36909
Kondhwa Khurd,1 BHK,420,Semi-Furnished,1,8,15,0,1,1,Yes,Not Sure,Both,47184,15728
Kondhwa Khurd,1 BHK,532,Semi-Furnished,4,5,13,0,1,2,Yes,Immediate,Bachelor,33654,16827
Kondhwa Khurd,1 BHK,503,Unfurnished,2,3,0,0,1,1,No,After 1 Month,Family,32558,16279
Kondhwa Khurd,2 BHK,645,Semi-Furnished,1,10,7,1,2,1,Yes,Immediate,Family,43544,21772
Kondhwa Khurd,1 BHK,301,Fully Furnished,6,10,24,0,1,2,Yes,Immediate,Both,26406,13203
Kondhwa Khurd,1 BHK,468,Semi-Furnished,1,3,23,0,1,2,No,Not Sure,Family,70200,23400
Kondhwa Khurd,2 BHK,937,Semi-Furnished,2,6,6,1,1,2,Yes,Immediate,Family,100706,50353
Kondhwa Khurd,3 BHK,1071,Unfurnished,3,6,21,1,2,1,Yes,Immediate,Family,84372,42186
Kondhwa Khurd,1 BHK,411,Unfurnished,3,4,0,0,1,1,Yes,After 1 Month,Both,28768,14384
Kondhwa Khurd,1 BHK,494,Unfurnished,8,12,15,0,1,1,Yes,Immediate,Family,53772,17924
Kondhwa Khurd,1 BHK,399,Unfurnished,10,10,1,0,1,1,No,Immediate,Bachelor,35678,17839
Kondhwa Khurd,3 BHK,1367,Fully Furnished,3,8,13,2,2,1,Yes,After 1 Month,Family,90310,90310
Kondhwa Khurd,2 BHK,719,Unfurnished,9,15,7,2,2,1,Yes,Immediate,Family,43674,21837
Kondhwa Khurd,1 BHK,514,Semi-Furnished,3,3,9,1,1,2,No,Not Sure,Family,13704,13704
Kondhwa Khurd,1 BHK,401,Semi-Furnished,1,12,4,0,1,0,Yes,Immediate,Family,17834,8917
Kondhwa Khurd,1 BHK,505,Semi-Furnished,1,15,14,0,1,1,Yes,Immediate,Family,62889,20963
Kondhwa Khurd,2 BHK,716,Semi-Furnished,4,8,3,0,2,0,Yes,Immediate,Family,30670,30670
Kondhwa Khurd,1 BHK,253,Unfurnished,4,10,17,0,1,1,Yes,Immediate,Bachelor,18334,9167
Kondhwa Khurd,1 BHK,474,Fully Furnished,2,5,21,0,1,1,Yes,Not Sure,Family,52140,17380
Kondhwa Khurd,3 BHK,1620,Unfurnished,3,12,7,1,3,1,Yes,Immediate,Family,153572,76786
Kondhwa Khurd,1 BHK,379,Semi-Furnished,12,12,6,0,1,1,Yes,Immediate,Family,37154,18577
Kondhwa Khurd,2 BHK,693,Fully Furnished,4,12,5,1,1,1,Yes,After 2 Months,Family,62902,31451
Kondhwa Khurd,1 BHK,387,Semi-Furnished,1,6,22,0,1,1,Yes,Immediate,Family,50265,16755
Kondhwa Khurd,3 BHK,933,Fully Furnished,0,3,4,1,3,0,No,Immediate,Family,41151,41151
Kondhwa Khurd,2 BHK,717,Semi-Furnished,2,4,1,2,2,2,Yes,Immediate,Family,53142,26571
Kondhwa Khurd,2 BHK,794,Semi-Furnished,1,8,16,1,2,1,Yes,Immediate,Family,84810,42405
Kondhwa Khurd,2 BHK,704,Semi-Furnished,8,12,8,1,1,1,Yes,Not Sure,Both,32055,32055
Kondhwa Khurd,2 BHK,914,Semi-Furnished,1,8,17,1,2,2,Yes,Immediate,Bachelor,99696,33232
Kondhwa Khurd,2 BHK,726,Semi-Furnished,3,3,0,1,2,1,No,Immediate,Bachelor,35183,35183
Kondhwa Khurd,1 BHK,381,Semi-Furnished,2,4,10,1,1,1,No,Immediate,Family,23746,11873
Kondhwa Khurd,1 BHK,442,Unfurnished,2,4,15,0,1,2,Yes,Immediate,Family,27828,13914
Kondhwa Khurd,2 BHK,1003,Semi-Furnished,4,6,10,1,2,1,Yes,Immediate,Both,83700,41850
Kondhwa Khurd,1 BHK,489,Unfurnished,5,15,25,0,1,1,Yes,Immediate,Family,13893,13893
Kondhwa Khurd,1 BHK,394,Semi-Furnished,2,3,13,0,1,1,No,Not Sure,Bachelor,17070,17070
Kondhwa Khurd,1 BHK,294,Unfurnished,3,4,17,1,1,0,Yes,After 2 Months,Family,35820,11940
Kondhwa Khurd,1 BHK,409,Semi-Furnished,5,15,4,0,1,1,No,After 1 Month,Family,15472,15472
Kondhwa Khurd,2 BHK,716,Semi-Furnished,3,3,20,1,2,1,No,Immediate,Family,40306,20153
Kondhwa Khurd,3 BHK,1174,Unfurnished,4,12,8,1,2,1,Yes,Immediate,Family,75992,75992
Kondhwa Khurd,1 BHK,370,Semi-Furnished,3,3,6,0,1,2,No,Immediate,Family,25162,12581
Kondhwa Khurd,2 BHK,930,Semi-Furnished,4,4,0,1,2,2,Yes,Immediate,Family,94828,47414
Kondhwa Khurd,2 BHK,871,Fully Furnished,7,15,0,1,2,1,Yes,Not Sure,Family,122322,61161
Kondhwa Khurd,1 BHK,369,Semi-Furnished,3,12,4,1,1,2,Yes,Immediate,Bachelor,28694,14347
Kondhwa Khurd,1 BHK,458,Fully Furnished,1,5,19,0,1,1,Yes,Immediate,Family,54096,18032
Kondhwa Khurd,2 BHK,987,Fully Furnished,0,10,6,0,2,1,Yes,Immediate,Bachelor,91056,45528
Kondhwa Khurd,1 BHK,518,Fully Furnished,0,12,22,1,1,1,Yes,Immediate,Family,46540,23270
Kondhwa Khurd,1 BHK,565,Semi-Furnished,3,10,13,0,1,1,Yes,Immediate,Family,24218,24218
Kondhwa Khurd,1 BHK,452,Semi-Furnished,4,10,9,0,1,2,Yes,Immediate,Family,30900,15450
Kondhwa Khurd,1 BHK,386,Unfurnished,3,10,17,0,1,0,No,Immediate,Both,22840,11420
Kondhwa Khurd,2 BHK,828,Fully Furnished,5,8,19,0,2,2,Yes,After 1 Month,Bachelor,27487,27487
Kondhwa Khurd,2 BHK,671,Semi-Furnished,4,12,3,1,1,1,Yes,Immediate,Family,45634,22817
Kondhwa Khurd,1 BHK,482,Semi-Furnished,0,3,6,0,1,1,No,Immediate,Family,24059,24059
Kondhwa Khurd,2 BHK,877,Unfurnished,5,15,13,1,2,1,Yes,Immediate,Bachelor,47158,23579
Kondhwa Khurd,3 BHK,1249,Unfurnished,2,4,13,2,3,1,Yes,Immediate,Family,154712,77356
Kondhwa Khurd,1 BHK,366,Fully Furnished,4,12,5,0,1,1,Yes,Not Sure,Both,39528,19764
Kondhwa Khurd,1 BHK,434,Unfurnished,1,4,23,0,1,1,Yes,After 1 Month,Family,37132,18566
Kondhwa Pisoli Road,1 BHK,336,Unfurnished,5,5,5,0,1,1,Yes,Immediate,Family,27262,13631
Kondhwa Pisoli Road,1 BHK,513,Fully Furnished,0,12,14,0,1,1,Yes,Immediate,Bachelor,45141,15047
Kondhwa Pisoli Road,1 BHK,439,Unfurnished,1,5,10,0,1,1,Yes,Immediate,Family,11766,11766
Kondhwa Pisoli Road,1 BHK,384,Semi-Furnished,6,15,5,1,1,1,Yes,Immediate,Family,20404,20404
Kondhwa Pisoli Road,2 BHK,1027,Fully Furnished,5,8,26,2,2,1,Yes,Immediate,Both,126588,42196
Kondhwa Pisoli Road,2 BHK,1011,Semi-Furnished,1,10,6,1,2,1,Yes,Immediate,Family,101844,50922
Kondhwa Pisoli Road,1 BHK,390,Semi-Furnished,4,5,23,0,1,1,Yes,Immediate,Family,42720,14240
Kondhwa Pisoli Road,1 BHK,416,Semi-Furnished,5,10,11,0,1,2,Yes,After 1 Month,Family,38934,19467
Kondhwa Pisoli Road,2 BHK,821,Unfurnished,6,10,14,1,1,1,Yes,Immediate,Bachelor,86211,28737
Kondhwa Pisoli Road,1 BHK,472,Semi-Furnished,5,12,12,0,1,1,Yes,Not Sure,Family,43670,21835
Kondhwa Pisoli Road,1 BHK,379,Semi-Furnished,0,3,0,1,1,0,No,Immediate,Family,40670,20335
Kondhwa Pisoli Road,1 BHK,286,Unfurnished,1,6,8,0,1,1,Yes,Not Sure,Family,34578,11526
Kondhwa Pisoli Road,3 BHK,1043,Fully Furnished,11,15,3,1,2,1,Yes,Immediate,Family,173908,86954
Kondhwa Pisoli Road,2 BHK,887,Unfurnished,2,8,5,1,2,2,Yes,After 2 Months,Family,38224,38224
Kondhwa Pisoli Road,1 BHK,465,Unfurnished,4,10,10,0,1,1,Yes,Immediate,Bachelor,31060,15530
Kondhwa Pisoli Road,2 BHK,598,Unfurnished,9,15,19,0,2,1,Yes,Immediate,Family,43970,21985
Kondhwa Pisoli Road,2 BHK,694,Unfurnished,8,12,15,1,2,1,No,Immediate,Both,54276,27138
Kondhwa Pisoli Road,2 BHK,775,Semi-Furnished,2,5,9,0,2,2,Yes,Not Sure,Both,81930,40965
Kondhwa Pisoli Road,1 BHK,484,Unfurnished,2,6,2,0,1,2,Yes,Not Sure,Family,60111,20037
Kondhwa Pisoli Road,3 BHK,1249,Semi-Furnished,2,4,6,1,2,2,Yes,Immediate,Family,203313,67771
Kondhwa Pisoli Road,1 BHK,482,Fully Furnished,6,12,9,0,1,2,No,Immediate,Both,17780,17780
Kondhwa Pisoli Road,1 BHK,295,Unfurnished,5,5,3,1,1,1,Yes,Immediate,Family,12888,12888
Kondhwa Pisoli Road,1 BHK,430,Semi-Furnished,6,10,10,0,1,1,Yes,Immediate,Family,38952,19476
Kondhwa Pisoli Road,1 BHK,354,Semi-Furnished,0,4,13,1,1,2,Yes,Not Sure,Family,21392,10696
Kondhwa Pisoli Road,2 BHK,749,Semi-Furnished,1,4,2,1,2,1,Yes,Immediate,Both,53914,26957
Kondhwa Pisoli Road,1 BHK,463,Semi-Furnished,0,5,7,0,1,2,Yes,Immediate,Family,25288,12644
Kondhwa Pisoli Road,1 BHK,351,Unfurnished,1,5,8,0,1,1,Yes,Immediate,Family,12708,12708
Kondhwa Pisoli Road,1 BHK,399,Semi-Furnished,2,8,21,0,1,1,No,Immediate,Bachelor,11527,11527
Kondhwa Pisoli Road,1 BHK,415,Semi-Furnished,3,5,11,1,1,1,Yes,Not Sure,Family,24030,12015
Kondhwa Pisoli Road,2 BHK,627,Semi-Furnished,5,8,6,1,2,2,Yes,Immediate,Both,35710,17855
Kondhwa Pisoli Road,2 BHK,859,Semi-Furnished,2,3,9,0,2,1,No,Immediate,Bachelor,49922,24961
Kondhwa Pisoli Road,1 BHK,308,Fully Furnished,7,12,5,1,1,0,Yes,After 1 Month,Bachelor,16752,16752
Kondhwa Pisoli Road,1 BHK,438,Unfurnished,0,3,23,0,1,1,No,After 2 Months,Family,24904,12452
Kondhwa Pisoli Road,2 BHK,996,Unfurnished,1,4,6,1,2,0,Yes,After 2 Months,Family,103938,51969
Kondhwa Pisoli Road,2 BHK,693,Semi-Furnished,5,5,5,1,2,1,Yes,Immediate,Bachelor,67622,33811
Kondhwa Pisoli Road,1 BHK,448,Semi-Furnished,6,8,6,0,1,1,Yes,Not Sure,Family,28580,14290
Kondhwa Pisoli Road,1 BHK,426,Semi-Furnished,11,12,11,0,1,0,Yes,Immediate,Family,13245,13245
Kondhwa Pisoli Road,1 BHK,388,Semi-Furnished,7,10,8,0,1,1,Yes,Immediate,Both,19914,9957
Kondhwa Pisoli Road,2 BHK,927,Semi-Furnished,2,4,4,1,1,1,Yes,Immediate,Family,45690,22845
Kondhwa Pisoli Road,1 BHK,395,Semi-Furnished,13,15,15,0,1,2,Yes,Immediate,Family,39498,19749
Kondhwa Pisoli Road,1 BHK,407,Semi-Furnished,1,5,24,0,1,2,Yes,After 1 Month,Bachelor,40920,13640
Kondhwa Pisoli Road,1 BHK,279,Fully Furnished,0,6,4,1,1,1,Yes,Immediate,Family,17097,17097
Kondhwa Pisoli Road,2 BHK,759,Unfurnished,4,4,8,1,2,0,Yes,Immediate,Both,36984,36984
Kondhwa Pisoli Road,1 BHK,402,Unfurnished,7,12,20,1,1,1,No,Immediate,Both,11325,11325
Kondhwa Pisoli Road,3 BHK,1025,Unfurnished,5,6,11,3,2,2,Yes,Immediate,Family,129436,64718
Kondhwa Pisoli Road,1 BHK,457,Unfurnished,4,4,8,0,1,0,Yes,Immediate,Family,39968,19984
Kondhwa Pisoli Road,3 BHK,951,Fully Furnished,8,15,12,2,3,1,Yes,After 2 Months,Family,149850,74925
Kondhwa Pisoli Road,1 BHK,628,Fully Furnished,4,4,7,0,1,1,Yes,Immediate,Both,24024,24024
Kondhwa Pisoli Road,1 BHK,423,Semi-Furnished,2,4,25,0,1,1,Yes,Not Sure,Family,46311,15437
Kondhwa Pisoli Road,2 BHK,1106,Fully Furnished,3,12,12,1,1,1,Yes,Immediate,Family,77396,38698
Kondhwa Pisoli Road,3 BHK,1087,Semi-Furnished,1,6,15,2,3,1,Yes,Immediate,Family,152188,76094
Kondhwa Pisoli Road,2 BHK,546,Semi-Furnished,6,12,18,1,2,2,No,After 2 Months,Bachelor,61776,20592
Kondhwa Pisoli Road,2 BHK,1009,Fully Furnished,8,10,15,1,2,2,Yes,After 1 Month,Bachelor,169695,56565
Kondhwa Pisoli Road,1 BHK,497,Semi-Furnished,2,12,12,0,1,1,No,Immediate,Family,26198,13099
Kondhwa Pisoli Road,1 BHK,312,Unfurnished,5,12,9,1,1,1,Yes,Immediate,Bachelor,13498,13498
Kondhwa Pisoli Road,2 BHK,723,Semi-Furnished,7,8,10,0,1,0,Yes,Immediate,Both,70514,35257
Kondhwa Pisoli Road,2 BHK,856,Semi-Furnished,10,10,21,1,2,0,Yes,Immediate,Family,76536,38268
Kondhwa Pisoli Road,2 BHK,557,Semi-Furnished,5,10,17,1,2,0,Yes,Immediate,Family,38156,19078
Kondhwa Pisoli Road,1 BHK,339,Semi-Furnished,5,6,12,0,1,1,Yes,After 1 Month,Family,22886,11443
Kondhwa Pisoli Road,2 BHK,835,Semi-Furnished,9,10,2,1,1,1,Yes,Immediate,Family,77316,38658
Kondhwa Pisoli Road,2 BHK,1007,Unfurnished,8,10,8,1,2,2,Yes,Not Sure,Bachelor,70306,35153
Kondhwa Pisoli Road,2 BHK,853,Semi-Furnished,8,10,15,1,2,1,Yes,Not Sure,Family,58714,29357
Kondhwa Pisoli Road,1 BHK,312,Semi-Furnished,2,4,0,0,1,2,Yes,Not Sure,Family,31173,10391
Kondhwa Pisoli Road,2 BHK,885,Semi-Furnished,1,4,6,1,2,0,Yes,Immediate,Bachelor,49202,24601
Kondhwa Pisoli Road,3 BHK,838,Fully Furnished,0,12,1,1,3,1,Yes,After 1 Month,Family,70056,70056
Kondhwa Pisoli Road,2 BHK,1023,Unfurnished,4,4,2,1,2,2,Yes,After 1 Month,Bachelor,59500,29750
Kondhwa Pisoli Road,1 BHK,402,Unfurnished,2,4,12,0,1,0,Yes,Immediate,Family,26642,13321
Kondhwa Pisoli Road,3 BHK,1193,Unfurnished,0,8,1,2,2,1,Yes,Immediate,Family,86224,43112
Kondhwa Pisoli Road,1 BHK,416,Semi-Furnished,1,4,10,0,1,2,Yes,Not Sure,Both,38646,12882
Kondhwa Pisoli Road,2 BHK,661,Semi-Furnished,4,5,12,0,2,2,Yes,Immediate,Family,52676,26338
Kondhwa Pisoli Road,3 BHK,1203,Unfurnished,1,8,15,2,2,1,Yes,Immediate,Bachelor,95154,47577
Kondhwa Pisoli Road,1 BHK,368,Semi-Furnished,4,15,14,0,1,1,Yes,After 1 Month,Family,19812,9906
Kondhwa Pisoli Road,1 BHK,371,Semi-Furnished,2,5,7,0,1,1,Yes,Immediate,Family,45996,15332
Kondhwa Pisoli Road,2 BHK,842,Unfurnished,2,3,13,1,2,1,No,Not Sure,Both,67262,33631
Kondhwa Pisoli Road,1 BHK,463,Semi-Furnished,3,4,15,0,1,1,Yes,Immediate,Both,34622,17311
Kondhwa Pisoli Road,2 BHK,744,Semi-Furnished,4,6,1,1,2,1,Yes,After 1 Month,Family,72170,36085
